Site,Sampler,Cell,Date,LN_Flux,Flux
JER,D3,D,14-Apr-20,2.869108398,17.62130001
JER,E1,E,14-Apr-20,4.509211996,90.85019998
JER,E2,E,14-Apr-20,3.058148231,21.2881
JER,F2,F,14-Apr-20,3.90416219,49.6085
JER,F3,F,14-Apr-20,1.475865376,4.37482
JER,G2,G,14-Apr-20,3.345441513,28.37309999
JER,H1,H,14-Apr-20,2.359551266,10.5862
JER,A1,A,12-May-20,2.567753116,13.03650001
JER,A2,A,12-May-20,2.182304942,8.866719999
JER,A3,A,12-May-20,1.680667747,5.369140002
JER,B1,B,12-May-20,1.758573179,5.80415
JER,B2,B,12-May-20,3.544451769,34.6207
JER,B3,B,12-May-20,2.242409308,9.415990001
JER,C1,C,12-May-20,1.266877178,3.549749998
JER,C2,C,12-May-20,2.25393042,9.525100003
JER,D1,D,12-May-20,1.179934178,3.254160001
JER,D2,D,12-May-20,1.563961352,4.777709999
JER,D3,D,12-May-20,1.347122047,3.846340001
JER,E1,E,12-May-20,1.882430115,6.569449999
JER,E2,E,12-May-20,1.841804401,6.307909997
JER,E3,E,12-May-20,1.621528526,5.060820003
JER,F1,F,12-May-20,2.379536875,10.7999
JER,F2,F,12-May-20,1.479802919,4.39208
JER,F3,F,12-May-20,-0.151190399,0.859684
JER,G1,G,12-May-20,1.95919015,7.093580003
JER,G2,G,12-May-20,1.371586732,3.941599999
JER,G3,G,12-May-20,2.107669361,8.229039996
JER,H1,H,12-May-20,0.824653399,2.28109
JER,H3,H,12-May-20,0.819061512,2.26837
JER,I1,I,12-May-20,2.478444146,11.9227
JER,I2,I,12-May-20,3.053779459,21.1953
JER,I3,I,12-May-20,2.98814859,19.8489
JER,A1,A,9-Jun-20,3.614209786,37.12200001
JER,A2,A,9-Jun-20,3.091883009,22.0185
JER,A3,A,9-Jun-20,3.205133835,24.65880001
JER,B1,B,9-Jun-20,3.990884092,54.10269999
JER,B2,B,9-Jun-20,3.469768386,32.12929999
JER,B3,B,9-Jun-20,3.192856232,24.35789999
JER,C1,C,9-Jun-20,3.42017614,30.57479999
JER,C2,C,9-Jun-20,3.829923183,46.05899998
JER,C3,C,9-Jun-20,3.194005096,24.38589999
JER,D1,D,9-Jun-20,3.017518227,20.4405
JER,D2,D,9-Jun-20,2.914993907,18.44869999
JER,D3,D,9-Jun-20,3.178466245,24.00989999
JER,E1,E,9-Jun-20,3.503242407,33.22299999
JER,E2,E,9-Jun-20,3.844142372,46.71859999
JER,E3,E,9-Jun-20,3.417447956,30.49149999
JER,F1,F,9-Jun-20,3.470288026,32.146
JER,G1,G,9-Jun-20,3.221891274,25.0755
JER,G2,G,9-Jun-20,3.500916012,33.14580001
JER,G3,G,9-Jun-20,3.804373205,44.89710001
JER,H1,H,9-Jun-20,1.928797415,6.88123
JER,H2,H,9-Jun-20,1.163747507,3.201910001
JER,H3,H,9-Jun-20,-0.094652496,0.909689
JER,I1,I,9-Jun-20,3.456628935,31.7099
JER,I2,I,9-Jun-20,3.664696899,39.0443
JER,I3,I,9-Jun-20,3.979803142,53.50650001
Jornada,G3,G,17-Mar-21,6.595470357,731.773
Jornada,C2,C,17-Mar-21,6.508944978,671.118
Jornada,F1,F,17-Mar-21,5.861538078,351.264
Jornada,E1,E,17-Mar-21,5.800506806,330.467
Jornada,F2,F,17-Mar-21,5.738576739,310.622
Jornada,A1,A,25-Nov-20,5.712775251,302.71
Jornada,I3,I,17-Mar-21,5.70027968,298.951
Jornada,C3,C,17-Mar-21,5.486525729,241.417
Jornada,G3,G,11-May-21,5.435532591,229.415
Jornada,A1,A,17-Mar-21,5.320352793,204.456
Jornada,C2,C,25-Nov-20,5.304234824,201.187
Jornada,G2,G,17-Mar-21,5.300080811,200.353
Jornada,I2,I,17-Mar-21,5.214511755,183.922
Jornada,G1,G,17-Mar-21,5.213587022,183.752
Jornada,C2,C,11-May-21,5.155445343,173.373
Jornada,B3,B,25-Nov-20,5.07506756,159.983
Jornada,A2,A,17-Mar-21,5.036569412,153.941
Jornada,B3,B,11-May-21,4.998029507,148.121
Jornada,I3,I,11-May-21,4.942827434,140.166
Jornada,B1,B,17-Mar-21,4.886567551,132.498
Jornada,A3,A,17-Mar-21,4.868987241,130.189
Jornada,E2,E,17-Mar-21,4.81770567,123.681
Jornada,G3,G,25-Nov-20,4.796575362,121.095
Jornada,G3,G,15-Feb-21,4.791160006,120.441
Jornada,A3,A,7-Jul-20,4.752477503,115.871
Jornada,E3,E,17-Mar-21,4.745227737,115.034
Jornada,E3,E,4-Aug-20,4.741508884,114.607
Jornada,G2,G,11-May-21,4.727016068,112.958
Jornada,G3,G,13-Apr-21,4.707573333,110.783
Jornada,B1,B,4-Aug-20,4.70555836,110.56
Jornada,F1,F,4-Aug-20,4.675442239,107.28
Jornada,I3,I,4-Aug-20,4.674826837,107.214
Jornada,B2,B,17-Mar-21,4.651891545,104.783
Jornada,F1,F,11-May-21,4.623432412,101.843
Jornada,I2,I,25-Nov-20,4.601134052,99.5972
Jornada,F1,F,7-Jul-20,4.572289492,96.7654
Jornada,I2,I,11-May-21,4.568122311,96.363
Jornada,C2,C,13-Apr-21,4.561830441,95.7586
Jornada,B3,B,4-Aug-20,4.547142689,94.3624
Jornada,I1,I,17-Mar-21,4.534978382,93.2215
Jornada,I1,I,7-Jul-20,4.503667774,90.3479
Jornada,I1,I,4-Aug-20,4.500808061,90.0899
Jornada,I1,I,11-May-21,4.479817825,88.2186
Jornada,I2,I,4-Aug-20,4.468778707,87.2501
Jornada,C3,C,11-May-21,4.441812081,84.9287
Jornada,C3,C,15-Feb-21,4.400072818,81.4568
Jornada,A3,A,4-Aug-20,4.396603622,81.1747
Jornada,C3,C,25-Nov-20,4.351477217,77.593
Jornada,C2,C,4-Aug-20,4.350824884,77.5424
Jornada,I3,I,7-Jul-20,4.339220903,76.6478
Jornada,A1,A,11-May-21,4.32734207,75.7427
Jornada,E2,E,4-Aug-20,4.325265789,75.5856
Jornada,B3,B,13-Apr-21,4.324414736,75.5213
Jornada,G2,G,4-Aug-20,4.304354241,74.0214
Jornada,F1,F,8-Jun-21,4.289575489,72.9355
Jornada,F2,F,7-Jul-20,4.289242262,72.9112
Jornada,E1,E,11-May-21,4.284216708,72.5457
Jornada,E2,E,7-Jul-20,4.272232695,71.6815
Jornada,G3,G,7-Jul-21,4.244412634,69.7148
Jornada,E3,E,7-Jul-20,4.243779856,69.6707
Jornada,D1,D,7-Jul-20,4.238642578,69.3137
Jornada,F1,F,25-Nov-20,4.230136315,68.7266
Jornada,C1,C,17-Mar-21,4.216370436,67.787
Jornada,G3,G,4-Aug-20,4.204910506,67.0146
Jornada,G1,G,4-Aug-20,4.188491945,65.9233
Jornada,C2,C,7-Jul-20,4.161532695,64.1698
Jornada,E2,E,11-May-21,4.156877949,63.8718
Jornada,A3,A,11-May-21,4.138739367,62.7237
Jornada,B2,B,4-Aug-20,4.075571105,58.8841
Jornada,D1,D,4-Aug-20,4.063153128,58.1574
Jornada,F2,F,4-Aug-20,4.052591579,57.5464
Jornada,A2,A,4-Aug-20,4.027896664,56.1427
Jornada,I2,I,7-Jul-20,4.024790819,55.9686
Jornada,E2,E,25-Nov-20,4.01885384,55.6373
Jornada,C3,C,4-Aug-20,4.014862947,55.4157
Jornada,F2,F,11-May-21,4.014000003,55.3679
Jornada,C1,C,4-Aug-20,4.011379533,55.223
Jornada,I2,I,15-Feb-21,4.009254974,55.1058
Jornada,E1,E,4-Aug-20,3.998762012,54.5306
Jornada,B3,B,7-Jul-20,3.988619165,53.9803
Jornada,E1,E,7-Jul-20,3.988385719,53.9677
Jornada,H1,H,17-Mar-21,3.987084095,53.8975
Jornada,D3,D,17-Mar-21,3.985658152,53.8207
Jornada,C2,C,8-Jun-21,3.983662505,53.7134
Jornada,D1,D,17-Mar-21,3.973355142,53.1626
Jornada,E1,E,25-Nov-20,3.970388135,53.0051
Jornada,B2,B,7-Jul-20,3.966475205,52.7981
Jornada,D3,D,7-Jul-20,3.960714117,52.4948
Jornada,B1,B,11-May-21,3.949702146,51.9199
Jornada,E1,E,15-Feb-21,3.938920016,51.3631
Jornada,A3,A,7-Jul-21,3.929145574,50.8635
Jornada,I1,I,25-Nov-20,3.919084018,50.3543
Jornada,D3,D,4-Aug-20,3.907964782,49.7975
Jornada,I1,I,19-Jan-21,3.897120513,49.2604
Jornada,I3,I,25-Nov-20,3.889930759,48.9075
Jornada,E3,E,11-May-21,3.876451785,48.2527
Jornada,G1,G,11-May-21,3.870996823,47.9902
Jornada,F1,F,7-Jul-21,3.852854573,47.1274
Jornada,E1,E,13-Apr-21,3.831420141,46.128
Jornada,B2,B,8-Jun-21,3.815899695,45.4176
Jornada,A1,A,8-Jun-21,3.780318514,43.83
Jornada,F1,F,19-Jan-21,3.762805803,43.0691
Jornada,B2,B,11-May-21,3.74773074,42.4247
Jornada,B1,B,7-Jul-21,3.744273952,42.2783
Jornada,A2,A,11-May-21,3.7428822,42.2195
Jornada,D2,D,17-Mar-21,3.736673885,41.9582
Jornada,C3,C,13-Apr-21,3.73495403,41.8861
Jornada,B1,B,25-Nov-20,3.733515765,41.8259
Jornada,D2,D,4-Aug-20,3.711039594,40.8963
Jornada,I2,I,19-Jan-21,3.706751297,40.7213
Jornada,B3,B,15-Feb-21,3.700276757,40.4585
Jornada,B3,B,1-Sep-20,3.695855068,40.28
Jornada,F3,F,17-Mar-21,3.675611827,39.4728
Jornada,G2,G,8-Jun-21,3.675056861,39.4509
Jornada,A1,A,4-Aug-20,3.663423175,38.9946
Jornada,G3,G,8-Jun-21,3.654756326,38.6581
Jornada,F2,F,8-Jun-21,3.629721101,37.7023
Jornada,E2,E,19-Jan-21,3.61569029,37.177
Jornada,I3,I,7-Jul-21,3.605334788,36.794
Jornada,H2,H,17-Mar-21,3.60015206,36.6038
Jornada,B1,B,29-Sep-20,3.598634673,36.5483
Jornada,H3,H,17-Mar-21,3.592084923,36.3097
Jornada,B1,B,8-Jun-21,3.571817408,35.5812
Jornada,D2,D,7-Jul-20,3.540637533,34.4889
Jornada,G1,G,25-Nov-20,3.538015866,34.3986
Jornada,F1,F,13-Apr-21,3.537751285,34.3895
Jornada,C3,C,7-Jul-21,3.53712008,34.3678
Jornada,I2,I,1-Sep-20,3.529227001,34.0976
Jornada,F2,F,7-Jul-21,3.52286324,33.8813
Jornada,D1,D,7-Jul-21,3.518802624,33.744
Jornada,B3,B,29-Sep-20,3.509917248,33.4455
Jornada,B3,B,7-Jul-21,3.470502649,32.1529
Jornada,F2,F,25-Nov-20,3.468232783,32.08
Jornada,B3,B,8-Jun-21,3.460695094,31.8391
Jornada,I1,I,29-Sep-20,3.460377824,31.829
Jornada,I3,I,8-Jun-21,3.456455473,31.7044
Jornada,G2,G,25-Nov-20,3.448068245,31.4396
Jornada,C3,C,8-Jun-21,3.441859363,31.245
Jornada,A3,A,29-Sep-20,3.431209156,30.914
Jornada,F1,F,15-Feb-21,3.423747864,30.6842
Jornada,F2,F,13-Apr-21,3.418762213,30.5316
Jornada,A1,A,15-Feb-21,3.417887326,30.5049
Jornada,I2,I,29-Sep-20,3.411078403,30.2979
Jornada,E3,E,29-Sep-20,3.405481525,30.1288
Jornada,E2,E,29-Sep-20,3.360361498,28.7996
Jornada,A2,A,13-Apr-21,3.360014211,28.7896
Jornada,I2,I,13-Apr-21,3.350556506,28.5186
Jornada,B2,B,7-Jul-21,3.325474773,27.8122
Jornada,D3,D,11-May-21,3.303114027,27.1972
Jornada,A3,A,1-Sep-20,3.299895286,27.1098
Jornada,I3,I,13-Apr-21,3.295455312,26.9897
Jornada,E3,E,8-Jun-21,3.284805877,26.7038
Jornada,C3,C,7-Jul-20,3.284663565,26.7
Jornada,C3,C,19-Jan-21,3.276872998,26.4928
Jornada,C1,C,11-May-21,3.268796778,26.2797
Jornada,G2,G,13-Apr-21,3.263895079,26.1512
Jornada,A3,A,8-Jun-21,3.25945715,26.0354
Jornada,A2,A,25-Nov-20,3.256240971,25.9518
Jornada,E1,E,7-Jul-21,3.234615307,25.3966
Jornada,B1,B,1-Sep-20,3.23305877,25.3571
Jornada,E2,E,13-Apr-21,3.222843941,25.0994
Jornada,F1,F,29-Sep-20,3.217903352,24.9757
Jornada,B2,B,25-Nov-20,3.211319346,24.8118
Jornada,I3,I,1-Sep-20,3.189817697,24.284
Jornada,D3,D,7-Jul-21,3.185290085,24.1743
Jornada,A1,A,13-Apr-21,3.177215979,23.9799
Jornada,B1,B,13-Apr-21,3.170189655,23.812
Jornada,G2,G,7-Jul-20,3.157791597,23.5186
Jornada,I3,I,15-Feb-21,3.138017118,23.0581
Jornada,H1,H,7-Jul-20,3.131062672,22.8983
Jornada,E3,E,1-Sep-20,3.117626845,22.5927
Jornada,G1,G,13-Apr-21,3.097146513,22.1347
Jornada,A2,A,8-Jun-21,3.07432624,21.6353
Jornada,A1,A,7-Jul-21,3.06351241,21.4026
Jornada,I2,I,8-Jun-21,3.063255399,21.3971
Jornada,I2,I,7-Jul-21,3.059739404,21.322
Jornada,G1,G,7-Jul-20,3.034500961,20.7906
Jornada,C3,C,29-Sep-20,3.016534401,20.4204
Jornada,A1,A,7-Jul-20,3.01498573,20.3888
Jornada,A2,A,15-Feb-21,3.011487505,20.3176
Jornada,E2,E,7-Jul-21,2.999873686,20.083
Jornada,B2,B,19-Jan-21,2.992797973,19.9414
Jornada,E3,E,25-Nov-20,2.968602569,19.4647
Jornada,C2,C,29-Sep-20,2.968412463,19.461
Jornada,C2,C,7-Jul-21,2.94714059,19.0514
Jornada,I1,I,15-Feb-21,2.933995158,18.8026
Jornada,E3,E,7-Jul-21,2.914326971,18.4364
Jornada,G2,G,15-Feb-21,2.913339306,18.4182
Jornada,C1,C,13-Apr-21,2.909852983,18.3541
Jornada,I1,I,8-Jun-21,2.895961661,18.1009
Jornada,E1,E,19-Jan-21,2.876762909,17.7567
Jornada,I1,I,7-Jul-21,2.85727448,17.414
Jornada,C2,C,1-Sep-20,2.85197737,17.322
Jornada,A3,A,13-Apr-21,2.849920065,17.2864
Jornada,D3,D,8-Jun-21,2.848258421,17.2577
Jornada,C2,C,19-Jan-21,2.844508141,17.1931
Jornada,F2,F,29-Sep-20,2.83580997,17.0442
Jornada,A3,A,25-Nov-20,2.832630821,16.9901
Jornada,G1,G,29-Sep-20,2.829471056,16.9365
Jornada,E1,E,8-Jun-21,2.823109531,16.8291
Jornada,A2,A,29-Sep-20,2.82144436,16.8011
Jornada,E2,E,1-Sep-20,2.808462494,16.5844
Jornada,D3,D,1-Sep-20,2.792268793,16.318
Jornada,E3,E,13-Apr-21,2.789703918,16.2762
Jornada,B1,B,15-Feb-21,2.786362181,16.2219
Jornada,C2,C,15-Feb-21,2.769809865,15.9556
Jornada,C1,C,29-Sep-20,2.767676678,15.9216
Jornada,D2,D,7-Jul-21,2.759946647,15.799
Jornada,C1,C,7-Jul-21,2.758464443,15.7756
Jornada,D1,D,11-May-21,2.739464885,15.4787
Jornada,C1,C,7-Jul-20,2.737492492,15.4482
Jornada,F2,F,1-Sep-20,2.724572946,15.2499
Jornada,G3,G,1-Sep-20,2.719095642,15.1666
Jornada,E2,E,15-Feb-21,2.703372612,14.93
Jornada,G1,G,15-Feb-21,2.700736857,14.8907
Jornada,C1,C,25-Nov-20,2.697494687,14.8425
Jornada,B2,B,29-Sep-20,2.683859962,14.6415
Jornada,H1,H,11-May-21,2.678470332,14.5628
Jornada,A2,A,1-Sep-20,2.669115314,14.4272
Jornada,B2,B,1-Sep-20,2.659895835,14.2948
Jornada,G1,G,8-Jun-21,2.63057863,13.8818
Jornada,D3,D,29-Sep-20,2.626181939,13.8209
Jornada,I1,I,1-Sep-20,2.622172726,13.7656
Jornada,F1,F,1-Sep-20,2.618854622,13.72
Jornada,B2,B,13-Apr-21,2.61321191,13.6428
Jornada,A1,A,1-Sep-20,2.612163188,13.6285
Jornada,D2,D,11-May-21,2.585279749,13.267
Jornada,E2,E,22-Dec-20,2.572367926,13.0968
Jornada,H2,H,7-Jul-20,2.569079279,13.0538
Jornada,A1,A,29-Sep-20,2.568627201,13.0479
Jornada,B3,B,19-Jan-21,2.56214543,12.9636
Jornada,H1,H,4-Aug-20,2.538779115,12.6642
Jornada,F2,F,15-Feb-21,2.530357913,12.558
Jornada,D3,D,13-Apr-21,2.501067031,12.1955
Jornada,G2,G,7-Jul-21,2.487627944,12.0327
Jornada,D3,D,19-Jan-21,2.464950511,11.7629
Jornada,D1,D,25-Nov-20,2.463691525,11.7481
Jornada,B1,B,19-Jan-21,2.446823956,11.5516
Jornada,D2,D,8-Jun-21,2.374217145,10.7426
Jornada,D1,D,1-Sep-20,2.369673485,10.6939
Jornada,E1,E,22-Dec-20,2.366986105,10.6652
Jornada,F1,F,22-Dec-20,2.336638633,10.3464
Jornada,A3,A,22-Dec-20,2.316172367,10.1368
Jornada,A2,A,7-Jul-21,2.311723213,10.0918
Jornada,I1,I,13-Apr-21,2.306108877,10.0353
Jornada,D2,D,1-Sep-20,2.299198364,9.96619
Jornada,C3,C,1-Sep-20,2.249219126,9.48033
Jornada,E3,E,15-Feb-21,2.240512861,9.39815
Jornada,G1,G,7-Jul-21,2.226050641,9.26321
Jornada,F2,F,19-Jan-21,2.216186982,9.17229
Jornada,H3,H,11-May-21,2.205180622,9.07189
Jornada,H2,H,11-May-21,2.201623776,9.03968
Jornada,D3,D,25-Nov-20,2.193883446,8.96998
Jornada,D2,D,29-Sep-20,2.158251567,8.65599
Jornada,F3,F,7-Jul-20,2.157433301,8.64891
Jornada,D1,D,13-Apr-21,2.146957657,8.55878
Jornada,A3,A,19-Jan-21,2.129804278,8.41322
Jornada,A3,A,15-Feb-21,2.124874888,8.37185
Jornada,C1,C,1-Sep-20,2.108022925,8.23195
Jornada,H3,H,7-Jul-20,2.106976453,8.22334
Jornada,I1,I,22-Dec-20,2.094919882,8.12479
Jornada,F3,F,11-May-21,2.026034172,7.58395
Jornada,H2,H,25-Nov-20,2.01421345,7.49483
Jornada,B2,B,15-Feb-21,2.003258148,7.41317
Jornada,H1,H,25-Nov-20,1.972282187,7.18706
Jornada,G3,G,19-Jan-21,1.971832667,7.18383
Jornada,E3,E,22-Dec-20,1.968893985,7.16275
Jornada,F3,F,4-Aug-20,1.942286449,6.97468
Jornada,F2,F,22-Dec-20,1.930230724,6.8911
Jornada,H3,H,25-Nov-20,1.906062382,6.72655
Jornada,H2,H,4-Aug-20,1.900969566,6.69238
Jornada,G2,G,29-Oct-20,1.881920049,6.5661
Jornada,D2,D,25-Nov-20,1.832880619,6.25187
Jornada,B3,B,29-Oct-20,1.822621629,6.18806
Jornada,H1,H,8-Jun-21,1.814670007,6.13905
Jornada,E3,E,19-Jan-21,1.799004825,6.04363
Jornada,D2,D,13-Apr-21,1.783295417,5.94943
Jornada,C1,C,15-Feb-21,1.781168583,5.93679
Jornada,H3,H,4-Aug-20,1.756444851,5.79181
Jornada,D1,D,22-Dec-20,1.743043552,5.71471
Jornada,I3,I,22-Dec-20,1.683853123,5.38627
Jornada,H1,H,13-Apr-21,1.669751898,5.31085
Jornada,D3,D,15-Feb-21,1.619142669,5.04876
Jornada,G3,G,29-Oct-20,1.59869845,4.94659
Jornada,F3,F,25-Nov-20,1.554157734,4.7311
Jornada,H3,H,8-Jun-21,1.533605994,4.63486
Jornada,A1,A,19-Jan-21,1.471016871,4.35366
Jornada,G1,G,19-Jan-21,1.454831129,4.28376
Jornada,C2,C,22-Dec-20,1.44953673,4.26114
Jornada,H2,H,13-Apr-21,1.443659559,4.23617
Jornada,D2,D,19-Jan-21,1.428786161,4.17363
Jornada,H1,H,29-Sep-20,1.408009374,4.08781
Jornada,B1,B,22-Dec-20,1.401040106,4.05942
Jornada,F3,F,8-Jun-21,1.396210038,4.03986
Jornada,I3,I,19-Jan-21,1.388237472,4.00778
Jornada,I2,I,29-Oct-20,1.384217205,3.9917
Jornada,H2,H,19-Jan-21,1.363890253,3.91138
Jornada,F3,F,13-Apr-21,1.275977137,3.5822
Jornada,D1,D,15-Feb-21,1.24047926,3.45727
Jornada,H3,H,19-Jan-21,1.217943755,3.38023
Jornada,H1,H,1-Sep-20,1.215345885,3.37146
Jornada,F3,F,19-Jan-21,1.171552913,3.227
Jornada,C1,C,19-Jan-21,1.154882345,3.17365
Jornada,I2,I,22-Dec-20,1.12693084,3.08617
Jornada,G2,G,19-Jan-21,1.104445244,3.01755
Jornada,B2,B,22-Dec-20,1.095784962,2.99153
Jornada,D2,D,15-Feb-21,1.06053652,2.88792
Jornada,H3,H,29-Sep-20,1.024836569,2.78664
Jornada,H1,H,7-Jul-21,1.022512077,2.78017
Jornada,D1,D,19-Jan-21,0.968841435,2.63489
Jornada,H2,H,15-Feb-21,0.927713246,2.52872
Jornada,H3,H,15-Feb-21,0.90415742,2.46985
Jornada,I1,I,29-Oct-20,0.897645994,2.45382
Jornada,H2,H,7-Jul-21,0.876022751,2.40133
Jornada,H2,H,29-Sep-20,0.835653181,2.30632
Jornada,E3,E,29-Oct-20,0.82046682,2.27156
Jornada,C3,C,29-Oct-20,0.813229792,2.25518
Jornada,I3,I,29-Oct-20,0.812781834,2.25417
Jornada,H3,H,1-Sep-20,0.807778588,2.24292
Jornada,C2,C,29-Oct-20,0.798245662,2.22164
Jornada,E2,E,29-Oct-20,0.724534407,2.06377
Jornada,F3,F,15-Feb-21,0.710269749,2.03454
Jornada,F1,F,29-Oct-20,0.671898008,1.95795
Jornada,H2,H,1-Sep-20,0.593243969,1.80985
Jornada,H3,H,7-Jul-21,0.588125496,1.80061
Jornada,E1,E,29-Oct-20,0.422453321,1.5257
Jornada,B2,B,29-Oct-20,0.357863238,1.43027
Jornada,D3,D,22-Dec-20,0.288376831,1.33426
Jornada,C1,C,29-Oct-20,0.267895095,1.30721
Jornada,A1,A,22-Dec-20,0.163436009,1.17755
Jornada,C3,C,22-Dec-20,0.160169672,1.17371
Jornada,D2,D,22-Dec-20,0.023306286,1.02358
Jornada,B3,B,22-Dec-20,-0.000562158,0.999438
Jornada,G1,G,29-Oct-20,-0.03581476,0.964819
Jornada,D3,D,29-Oct-20,-0.048676721,0.952489
Jornada,F2,F,29-Oct-20,-0.181626199,0.833913
Jornada,D2,D,29-Oct-20,-0.205737175,0.814047
Jornada,D1,D,29-Oct-20,-0.3220458,0.724665
Jornada,G2,G,22-Dec-20,-0.372961133,0.688692
Jornada,A3,A,29-Oct-20,-0.443788664,0.641601
Jornada,H1,H,29-Oct-20,-0.486038707,0.615058
Jornada,C1,C,22-Dec-20,-0.647445591,0.523381
Jornada,H3,H,29-Oct-20,-0.92865941,0.395083
Jornada,G3,G,22-Dec-20,-0.938152979,0.39135
Jornada,A2,A,29-Oct-20,-1.228774506,0.292651
Jornada,A2,A,22-Dec-20,-1.329396203,0.264637
Jornada,H3,H,22-Dec-20,-1.331900877,0.263975
Jornada,G1,G,22-Dec-20,-1.489807695,0.225416
Jornada,F3,F,22-Dec-20,-1.504105397,0.222216
Jornada,H1,H,22-Dec-20,-1.876337446,0.15315
Jornada,H2,H,22-Dec-20,-1.929760263,0.145183
Jornada,F3,F,29-Oct-20,-3.090753095,0.0454677
